Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2024-25","Fall","CSES","3124","Soils Laboratory","Possinger","3.75","82.4","5.9","5.9","0","0","0","0","0","0","0","5.9","0","0","17","83611","  1"
"2024-25","Fall","CSES","3124","Soils Laboratory","Possinger","3.86","94.1","0","0","0","0","0","0","5.9","0","0","0","0","0","17","83613","  1"
"2024-25","Fall","MUS","3414","TS: Opera Workshop","Thorsett","3.8","82.4","0","5.9","5.9","0","5.9","0","0","0","0","0","0","0","17","88289","  1"
"2024-25","Fall","MUS","3414","TS: Opera Workshop","Masters","3.8","82.4","0","5.9","5.9","0","5.9","0","0","0","0","0","0","0","17","88289","  1"
"2024-25","Fall","TA","3014","Theatre Production Lab","Dye","3.96","86.7","13.3","0","0","0","0","0","0","0","0","0","0","0","15","90106","  1"
"2023-24","Fall","HD","4994","UR: Children and Technology","Choi","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","86144","  1"
"2023-24","Fall","ASPT","6904","ASPECT Professional Developmnt","Debrix","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","81377","  3"
"2024-25","Fall","TA","2134","Acting Lab","Staley","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","90080","  3"
"2023-24","Fall","BIT","3444","Adv Bus Comp and App","McCord","2.05","16.7","0","16.7","16.7","0","0","16.7","0","0","0","0","33.3","0","6","81900","  3"
"2023-24","Fall","HD","6444","Adv Contemporary MFT","Russon","3.62","33.3","33.3","16.7","16.7","0","0","0","0","0","0","0","0","0","6","91039","  3"
"2024-25","Fall","ECE","6314","Adv Instrumentation in Pwr Sys","Mishra","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","90521","  3"
"2024-25","Fall","MSE","5054","Adv Materials Thermo","Bai","3.72","66.7","0","16.7","16.7","0","0","0","0","0","0","0","0","0","6","88184","  3"
"2024-25","Fall","STAT","5214","Adv Method Regression","Driscoll","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","89924","  3"
"2024-25","Fall","BMES","5124","Adv Musculoskeletal Biomech","Arena","3.33","50","0","16.7","16.7","0","0","0","16.7","0","0","0","0","0","6","81990","  3"
"2023-24","Fall","UAP","5494","Adv Quant TecnQ Urban","Sanchez","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91426","  3"
"2023-24","Fall","PAPA","6264","Adv Topics System Mgt","Roberts","3.62","33.3","33.3","16.7","16.7","0","0","0","0","0","0","0","0","0","6","91508","  3"
"2023-24","Fall","ARCH","5434","Adv. Arch Lighting Dsgn","Gibbons","2.78","50","16.7","0","0","0","0","0","0","0","16.7","0","16.7","0","6","81150","  3"
"2024-25","Fall","BIT","3484","Advanced Business Analytics","Jang","3.07","33.3","0","16.7","0","33.3","0","0","16.7","0","0","0","0","0","6","91073","  3"
"2024-25","Fall","FREC","5374","Advanced Forest Ecology","Copenheaver","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","85704","  3"
"2024-25","Fall","BMES","6194","Advanced Movement Assessment","Queen","3.83","66.7","16.7","16.7","0","0","0","0","0","0","0","0","0","0","6","90687","  3"
"2023-24","Fall","AOE","5304","Advanced Naval Architecture","Brizzolara","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91069","  3"
"2023-24","Fall","GEOG","5354","Advanced Remote Sensing","Rijal","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","85879","  3"
"2023-24","Fall","CSES","5064","Advanced Soil Microbiology","Williams","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","83610","  3"
"2023-24","Fall","ME","4234","Aerospace Propulsion Systems","Young","1.88","0","0","0","33.3","0","16.7","0","16.7","16.7","0","0","16.7","5","6","87347","  3"
"2024-25","Fall","APS","3464","Appalachian Communities","Edmondson","4","100","0","0","0","0","0","0","0","0","0","0","0","1","6","80736","  3"
"2024-25","Fall","APSC","5234","Applic of Applied Animal Behav","Gunter","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","91406","  3"
"2023-24","Fall","AOE","5754","Applied Linear Systems","Southward","3.5","66.7","16.7","0","0","0","0","0","0","16.7","0","0","0","0","6","80565","  3"
"2024-25","Fall","AAEC","5025","Applied Microeconomics","Mills","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","80094","  3"
"2023-24","Fall","STAT","5664","Applied Time Series","Bessac","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","89884","  3"
"2024-25","Fall","UAP","5574","Arts, Culture and Society","Stephenson","3.73","33.3","50","16.7","0","0","0","0","0","0","0","0","0","0","6","90226","  3"
"2024-25","Fall","UAP","5574","Arts, Culture and Society","Leonard","3.73","33.3","50","16.7","0","0","0","0","0","0","0","0","0","0","6","90226","  3"
"2023-24","Fall","BC","4314","Bldg Performance & Energy Mgt","Reichard","3","33.3","16.7","0","16.7","0","16.7","0","0","0","16.7","0","0","0","6","81443","  3"
"2023-24","Fall","MKTG","4144","Bus & Mktg for Proc Industries","McDowell","3.33","50","0","0","33.3","0","0","16.7","0","0","0","0","0","0","6","87970","  3"
"2023-24","Fall","MGT","5124","Business Research Methods","Beal","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","87883","  3"
"2024-25","Fall","ALS","1234","CALS First Year Seminar","White","3.78","77.8","5.6","5.6","5.6","0","0","5.6","0","0","0","0","0","0","18","80324","  1"
"2024-25","Fall","ALS","1234","CALS First Year Seminar","Adams","3.78","77.8","5.6","5.6","5.6","0","0","5.6","0","0","0","0","0","0","18","80324","  1"
"2023-24","Fall","UH","3855","Calhoun Trans Design Studio","Kretser","3.8","33.3","66.7","0","0","0","0","0","0","0","0","0","0","0","6","90218","  3"
"2024-25","Fall","UH","3855","Calhoun Trans Design Studio","Ruiz Geli","3.8","33.3","66.7","0","0","0","0","0","0","0","0","0","0","0","6","90321","  3"
"2024-25","Fall","BMES","5604","Cancer Detection Therapeutics","Zhao","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","92328","  3"
"2024-25","Fall","BIOL","3104","Cell Molecular Biol Laboratory","Voshell","3.76","83.3","0","0","5.6","5.6","0","5.6","0","0","0","0","0","0","18","81764","  1"
"2023-24","Fall","CEE","5600","Civil Infrastructure Systems","HASNINE","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","90889","  3"
"2023-24","Fall","HNFE","5334","Clinical Nutr Care Applic","Larson-Meyer","3.79","44.4","44.4","11.1","0","0","0","0","0","0","0","0","0","0","9","86322","  2"
"2024-25","Fall","HNFE","5334","Clinical Nutr Care Applic","Larson-Meyer","3.64","33.3","44.4","0","22.2","0","0","0","0","0","0","0","0","0","9","86355","  2"
"2024-25","Fall","IS","1024","Comp Gov & Politics","Wu","3.62","33.3","33.3","16.7","16.7","0","0","0","0","0","0","0","0","0","6","86518","  3"
"2024-25","Fall","HTM","5534","Comp Strat Hosp Indus","Henderson","3.5","83.3","0","0","0","0","0","0","0","0","16.7","0","0","0","6","86445","  3"
"2024-25","Fall","FIN","6115","Corporate Finance","Xu","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91108","  3"
"2023-24","Fall","GIA","6114","Critical Geopolitics","Toal","3.23","50","33.3","0","0","0","0","0","0","0","0","0","16.7","0","6","86057","  3"
"2023-24","Fall","DASC","1574","DASC First Year Experience","Knowlton","3.77","72.2","11.1","0","5.6","11.1","0","0","0","0","0","0","0","0","18","83628","  1"
"2023-24","Fall","AOE","5154","Data Analysis in Fluid Dyn","Lowe","3.62","50","16.7","0","33.3","0","0","0","0","0","0","0","0","0","6","80544","  3"
"2023-24","Fall","CS","4664","Data-Centric Computng Capstone","Chung","3.78","83.3","0","0","0","16.7","0","0","0","0","0","0","0","1","6","83403","  3"
"2024-25","Fall","SBIO","2214","Design Fundamentals Packaging","Jung","3.1","16.7","16.7","33.3","16.7","0","0","0","0","16.7","0","0","0","0","6","89597","  3"
"2024-25","Fall","PSYC","4234","Develop Psyc Lab","Harrison","3.13","0","33.3","33.3","22.2","0","5.6","0","0","0","0","0","5.6","0","18","89461","  1"
"2023-24","Fall","PSCI","5504","Discourse Analysis","Toal","3.17","0","16.7","33.3","33.3","16.7","0","0","0","0","0","0","0","0","6","89342","  3"
"2024-25","Fall","ECE","5234","EMI Noise Reduction","Dong","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","1","6","83823","  3"
"2024-25","Fall","ECE","5234","EMI Noise Reduction","Dong","3.57","33.3","33.3","16.7","0","16.7","0","0","0","0","0","0","0","0","6","83824","  3"
"2023-24","Fall","AAEC","5946","Econometric Theory & Practice","Ta","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","80107","  3"
"2024-25","Fall","AAEC","5946","Econometric Theory & Practice","Wang","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","80105","  3"
"2024-25","Fall","ECE","5105","Electromagnetic Waves","Budhu","3.55","50","0","16.7","33.3","0","0","0","0","0","0","0","0","0","6","83813","  3"
"2023-24","Fall","GER","1105","Elementary German","Layne","3.5","16.7","33.3","33.3","16.7","0","0","0","0","0","0","0","0","0","6","86008","  3"
"2023-24","Fall","SPAN","1106","Elementary Spanish","Dalton","2.43","16.7","0","33.3","16.7","0","0","0","0","0","16.7","0","16.7","0","6","89695","  3"
"2023-24","Fall","AAEC","5125","Empirical Economics","Spanos","3.55","33.3","16.7","33.3","16.7","0","0","0","0","0","0","0","0","0","6","80098","  3"
"2024-25","Fall","STS","2054","Engineering Cultures","Hosseinpour","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","89961","  3"
"2023-24","Fall","PSCI","5584","Environmental Politics/Policy","Scerri","3.73","50","33.3","0","16.7","0","0","0","0","0","0","0","0","0","6","90404","  3"
"2023-24","Fall","ART","4564","Exhibition Design And Display","Skelly","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","90908","  3"
"2024-25","Fall","STAT","5204","Exp Design: Concepts & Appl","Mahmoud","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","89920","  3"
"2024-25","Fall","AOE","4105","Experiments for AE Design","Davoudi","3.98","94.4","5.6","0","0","0","0","0","0","0","0","0","0","0","18","80461","  1"
"2024-25","Fall","MKTG","4404","Field Practicum in Marketing","Hillison","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","88022","  3"
"2024-25","Fall","FIN","4314","Field Projects in Finance","Paye","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","85447","  3"
"2023-24","Fall","LDRS","4964","Field Study","Council","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","91687","  3"
"2023-24","Fall","MGT","4964","Field Study","Townsend","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","92359","  3"
"2023-24","Fall","HUM","2404","Folk Cultures in Appalachia","Plummer","3.78","83.3","0","0","0","16.7","0","0","0","0","0","0","0","0","6","90492","  3"
"2024-25","Fall","FST","4314","Food Processing Laboratory","Wiersema","3.83","88.9","0","0","5.6","0","0","5.6","0","0","0","0","0","0","18","85795","  1"
"2024-25","Fall","EDCI","5544","Foundations Literacy Elem.","Robertson","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","90684","  3"
"2024-25","Fall","MATH","6255","Functional Analysis","Elgart","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","87282","  3"
"2023-24","Fall","MINE","3634","Fundamentals Mineral Processng","Yoon","2.95","33.3","16.7","16.7","0","16.7","0","0","0","0","0","0","16.7","0","6","87918","  3"
"2023-24","Fall","MINE","3634","Fundamentals Mineral Processng","Strickland","2.95","33.3","16.7","16.7","0","16.7","0","0","0","0","0","0","16.7","0","6","87918","  3"
"2024-25","Fall","UAP","5014","Gateway to Planning","Cowell","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","90199","  3"
"2024-25","Fall","EDCI","5134","Gender and Education","Weaver-Hightower","3.67","83.3","0","0","0","0","0","16.7","0","0","0","0","0","0","6","90711","  3"
"2024-25","Fall","CHEM","1045","General Chemistry Laboratory","Tohidi","3.22","66.7","0","5.6","11.1","0","0","0","0","0","0","5.6","11.1","2","18","82717","  1"
"2023-24","Fall","ME","5664","Global Collab Product Dev","Bohn","3.4","16.7","33.3","0","50","0","0","0","0","0","0","0","0","0","6","87417","  3"
"2023-24","Fall","GEOG","2064","Global Econ and World Politics","Alphin","3.6","50","0","33.3","16.7","0","0","0","0","0","0","0","0","0","6","85827","  3"
"2024-25","Fall","PSCI","3165","Global Economic Gov & Policy","Datz","2.45","16.7","16.7","0","0","16.7","16.7","16.7","0","0","0","0","16.7","0","6","91017","  3"
"2024-25","Fall","IS","3344","Global Environmental Issues","Alphin","3.07","16.7","33.3","0","16.7","16.7","0","0","0","16.7","0","0","0","0","6","90487","  3"
"2023-24","Fall","CSES","3564","Golf and Sports Turf Mgt","Sandor","3.73","50","33.3","0","16.7","0","0","0","0","0","0","0","0","0","6","83603","  3"
"2023-24","Fall","ACIS","4124","Gov. & Nonprofit Accounting","Garner","3.23","0","33.3","16.7","33.3","16.7","0","0","0","0","0","0","0","0","6","80163","  3"
"2023-24","Fall","PAPA","5316","Government Administration","Davis","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","88561","  3"
"2024-25","Fall","PAPA","5315","Government Administration","Bredenkamp","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91791","  3"
"2024-25","Fall","FREC","5014","Grad Student Success in FREC","Strahm","4","100","0","0","0","0","0","0","0","0","0","0","0","0","18","85697","  1"
"2023-24","Fall","TA","5015","Graduate Seminar","Raun","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","90067","  3"
"2024-25","Fall","MATH","5454","Graph Theory","Shimozono","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","1","6","87273","  3"
"2023-24","Fall","CS","4774","HCI Design Experience","Yao","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","83407","  3"
"2024-25","Fall","EDRE","6694","Hierarchical Linear Modeling","Miyazaki","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","84732","  3"
"2023-24","Fall","AOE","5184","High Speed Propulsion","Young","3.5","33.3","16.7","16.7","33.3","0","0","0","0","0","0","0","0","0","6","91891","  3"
"2024-25","Fall","HIST","2004","Historical Methods","Polanco","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","1","6","91554","  3"
"2023-24","Fall","HIST","3705","History of Science","Goodrum","3.15","0","16.7","50","16.7","0","16.7","0","0","0","0","0","0","1","6","91159","  3"
"2024-25","Fall","BMES","5214","Human Physical Capabilities","Lim","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","81994","  3"
"2023-24","Fall","UH","4974","Independent Study","Budowle","3.67","55.6","11.1","11.1","22.2","0","0","0","0","0","0","0","0","1","9","91662","  2"
"2024-25","Fall","BIOL","3024","Insect Biology Laboratory","Marek","2.93","22.2","22.2","11.1","0","11.1","11.1","11.1","0","0","0","11.1","0","1","9","81759","  2"
"2023-24","Fall","ASPT","6104","Interdisc Persp in Methodology","Britt","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","81376","  3"
"2024-25","Fall","ASPT","6104","Interdisc Persp in Methodology","Britt","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","81355","  3"
"2024-25","Fall","PHIL","5204","Intermediate Phil of Mind","Jantzen","3.78","66.7","16.7","0","16.7","0","0","0","0","0","0","0","0","0","6","90583","  3"
"2023-24","Fall","GIA","5524","Internat Development","Datz","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","91469","  3"
"2024-25","Fall","PSCI","3616","International Relations","Muzaferija","2.75","0","50","0","0","16.7","0","16.7","0","0","0","16.7","0","0","6","89350","  3"
"2023-24","Fall","RLCL","2504","Intro Amer Studies","Edmondson","3.17","66.7","0","0","16.7","0","0","0","0","0","0","0","16.7","0","6","90472","  3"
"2023-24","Fall","BMVS","5564","Intro Clin Res","Werre","3.64","44.4","33.3","0","11.1","11.1","0","0","0","0","0","0","0","0","9","82123","  2"
"2023-24","Fall","STAT","3654","Intro Data Analytics & Visual","Xing","3.17","16.7","16.7","33.3","0","16.7","0","16.7","0","0","0","0","0","0","6","89826","  3"
"2024-25","Fall","SOC","2604","Intro Data in Social Context","Steinhauer","2.83","50","0","0","16.7","0","0","16.7","0","0","0","0","16.7","0","6","89701","  3"
"2023-24","Fall","AOE","4024","Intro Finite Elements","Wayne","3.18","33.3","33.3","0","0","16.7","0","0","0","0","16.7","0","0","0","6","80450","  3"
"2024-25","Fall","PHYS","4554","Intro Solid State Phy","Khodaparast","3.13","16.7","33.3","0","0","33.3","0","16.7","0","0","0","0","0","0","6","89071","  3"
"2024-25","Fall","HUM","1704","Intro to Appalachian Studies","Salmons","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","90897","  3"
"2024-25","Fall","HUM","1704","Intro to Appalachian Studies","Edmondson","3.55","66.7","0","0","16.7","0","16.7","0","0","0","0","0","0","0","6","91717","  3"
"2023-24","Fall","GEOS","1104","Intro to Earth Sciences Lab","Chermak","3.63","38.9","27.8","27.8","0","0","5.6","0","0","0","0","0","0","0","18","85917","  1"
"2024-25","Fall","CEE","2804","Introduction to CEE","Katz","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","82239","  3"
"2023-24","Fall","FST","2014","Introduction to Food Science","Eifert","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","90441","  2"
"2023-24","Fall","GEOS","4354","Introduction to Remote Sensing","Rijal","3.3","0","50","0","33.3","16.7","0","0","0","0","0","0","0","0","6","85961","  3"
"2023-24","Fall","ASPT","5134","Islamic Political Thought","Scott","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","90454","  3"
"2023-24","Fall","RLCL","5134","Islamic Political Thought","Scott","3.83","66.7","16.7","16.7","0","0","0","0","0","0","0","0","0","0","6","90455","  3"
"2023-24","Fall","SOC","3144","Language & Ethnicity in the US","Farrington","2.4","33.3","16.7","0","0","16.7","0","0","0","0","0","0","33.3","1","6","91291","  3"
"2024-25","Fall","ENGL","4134","Language Development","Panneton","3.67","66.7","0","0","33.3","0","0","0","0","0","0","0","0","0","6","85133","  3"
"2023-24","Fall","COS","2015","Leadership in Science","Rowell","3.89","77.8","16.7","0","5.6","0","0","0","0","0","0","0","0","0","18","83250","  1"
"2024-25","Fall","ECE","5744","Linear Systems Theory","Boker","3.62","50","33.3","0","0","0","16.7","0","0","0","0","0","0","0","6","83852","  3"
"2024-25","Fall","ENGL","5014","Literary Research","Cleland","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","85153","  3"
"2024-25","Fall","MACR","5015","MACR Fundament Lab I and II","Bortner","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","87001","  3"
"2023-24","Fall","DASC","4384","Mammary Immunology","Osorio Estevez","2.52","33.3","0","0","0","33.3","0","0","0","0","16.7","16.7","0","1","6","91697","  3"
"2024-25","Fall","MGT","6744","Management Research Practicum","Gnyawali","3.55","33.3","16.7","33.3","16.7","0","0","0","0","0","0","0","0","0","6","87931","  3"
"2024-25","Fall","BIT","5724","Managerial Statistics","Livingston","3.52","33.3","33.3","0","16.7","16.7","0","0","0","0","0","0","0","0","6","91461","  3"
"2023-24","Fall","ISE","3204","Manufacturing Processes","Rao","3.5","50","0","16.7","16.7","16.7","0","0","0","0","0","0","0","0","6","86589","  3"
"2023-24","Fall","MATH","4625","Math for Secondary Teachers","Wawro","3.5","16.7","33.3","33.3","16.7","0","0","0","0","0","0","0","0","0","6","87250","  3"
"2024-25","Fall","BMVS","6534","Mech Dis Vet Med","Buechner-Maxwell","3.5","50","0","0","50","0","0","0","0","0","0","0","0","0","6","82133","  3"
"2024-25","Fall","ARCH","5115","Media & Environment","Pritchett","3.6","33.3","16.7","50","0","0","0","0","0","0","0","0","0","0","6","81104","  3"
"2024-25","Fall","ARCH","5115","Media & Environment","Linn","3.73","50","33.3","0","16.7","0","0","0","0","0","0","0","0","0","6","92343","  3"
"2023-24","Fall","ISE","5854","Mission Engineering I","Moreland","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","86666","  3"
"2023-24","Fall","BC","5154","Modeling in Design and Const","Roofigari-Esfahan","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","81465","  3"
"2024-25","Fall","UAP","5244","Multicultural","Wagle","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91815","  3"
"2024-25","Fall","HIST","3124","Murder in American History","Kiechle","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","91214","  3"
"2024-25","Fall","NEUR","4244","Neural Control of Movement","Agrawal","3.5","50","0","16.7","16.7","16.7","0","0","0","0","0","0","0","0","6","91818","  3"
"2023-24","Fall","NEUR","2036","Neuroscience Laboratory","McDaniel","3.82","66.7","16.7","11.1","5.6","0","0","0","0","0","0","0","0","0","18","88359","  1"
"2024-25","Fall","AOE","5774","Nonlinear Systems Theory","Woolsey","3.72","66.7","0","16.7","16.7","0","0","0","0","0","0","0","0","0","6","80571","  3"
"2024-25","Fall","ECE","5774","Nonlinear Systems Theory","Woolsey","3.45","16.7","33.3","16.7","33.3","0","0","0","0","0","0","0","0","0","6","83857","  3"
"2023-24","Fall","HNFE","2014","Nutrition Across the Life Span","Girmes-Grieco","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","86266","  3"
"2024-25","Fall","BIT","3414","Operations & Supply Chain Mgt","Clark","2.57","0","16.7","16.7","16.7","0","0","16.7","33.3","0","0","0","0","0","6","81863","  3"
"2023-24","Fall","CHEM","2545","Organic Chemistry Laboratory","Santos","3.22","11.1","27.8","11.1","27.8","16.7","0","0","5.6","0","0","0","0","0","18","82901","  1"
"2023-24","Fall","PAPA","6324","Per Proc & Policy","Davis","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","88626","  3"
"2023-24","Fall","PPWS","4264","Pesticide Usage","Miller","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","89205","  3"
"2023-24","Fall","RLCL","3454","Philosophy of Religion","Lewis","2.95","16.7","33.3","0","0","0","33.3","0","16.7","0","0","0","0","0","6","91248","  3"
"2023-24","Fall","ENGL","6714","Poetry Workshop","Terazawa","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","85170","  3"
"2024-25","Fall","EDCT","6664","Policy Analysis for Ed & Work","Mukuni","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","90979","  3"
"2024-25","Fall","HD","5964","Practicum","Benson","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","86197","  3"
"2023-24","Fall","BIOL","1115","Principles of Biol Lab","Lee","3.55","22.2","50","5.6","16.7","0","5.6","0","0","0","0","0","0","0","18","81642","  1"
"2023-24","Fall","BIOL","1115","Principles of Biol Lab","Lee","2.87","22.2","11.1","11.1","22.2","11.1","5.6","5.6","0","0","0","0","11.1","0","18","81676","  1"
"2024-25","Fall","AOE","5324","Principles of Naval Eng w/App","Brown","2.95","16.7","16.7","0","33.3","0","16.7","0","16.7","0","0","0","0","0","6","80559","  3"
"2024-25","Fall","IS","3004","Prof & Careers in PSCI & IS","Hanratty","3.55","66.7","0","16.7","0","0","0","16.7","0","0","0","0","0","1","6","86537","  3"
"2023-24","Fall","NANO","3114","Prof Dissemination Nano Res","Tian","3.89","72.2","22.2","5.6","0","0","0","0","0","0","0","0","0","0","18","88327","  1"
"2023-24","Fall","ARCH","5044","Professional Practice","Jones","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","81130","  3"
"2024-25","Fall","HNFE","5684","Prog Dev in Health Ed","Redican","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","86357","  3"
"2024-25","Fall","HNFE","5684","Prog Dev in Health Ed","Gaines","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","86357","  3"
"2023-24","Fall","EDIT","5584","Program and Product Evaluation","Holmes","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","84678","  3"
"2024-25","Fall","GIA","5464","Qual Res Meth In Glob Studies","Ahram","3.5","0","50","50","0","0","0","0","0","0","0","0","0","0","6","86047","  3"
"2023-24","Fall","ISE","5124","Quality Management","Triantis","3.27","0","16.7","66.7","0","16.7","0","0","0","0","0","0","0","0","6","86636","  3"
"2024-25","Fall","HD","2104","Quantitative Community Researc","Stilley","3.52","50","33.3","0","0","0","0","0","16.7","0","0","0","0","0","6","91084","  3"
"2023-24","Fall","ECE","5635","Radar Systems Design","Ruohoniemi","3.73","50","33.3","0","16.7","0","0","0","0","0","0","0","0","0","6","90685","  3"
"2023-24","Fall","ENGL","3024","Religion and Literature","Ni","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","90511","  3"
"2024-25","Fall","RLCL","2484","Religion and Politics","Abeysekara","3.5","50","0","16.7","16.7","16.7","0","0","0","0","0","0","0","2","6","90851","  3"
"2024-25","Fall","SOC","5214","Research Methods","Wimberley","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","89743","  3"
"2024-25","Fall","MINE","4664","Resource Engineering Seminar","Bishop","3.92","72.2","27.8","0","0","0","0","0","0","0","0","0","0","0","18","87959","  1"
"2024-25","Fall","CEE","5504","Risk Analysis Geotech Engr","Rodriguez-Marek","3.83","66.7","16.7","16.7","0","0","0","0","0","0","0","0","0","0","6","82361","  3"
"2024-25","Fall","ME","4584","Robotics Laboratory","Losey","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","3","18","87358","  1"
"2023-24","Fall","BIOL","5984","SS: Adv Microbial Genetics","Yang","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","90716","  3"
"2023-24","Fall","ECE","5984","SS: Advanced Network Science","Saad","3.67","50","16.7","16.7","16.7","0","0","0","0","0","0","0","0","0","6","91539","  3"
"2023-24","Fall","ALCE","5984","SS: Com Dev & Social Change","Crowder","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","91712","  3"
"2023-24","Fall","FREC","5984","SS: Concepts in Soil Carbon","Strahm","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","92202","  2"
"2023-24","Fall","EDEP","5984","SS: Conceptual Change","Johnson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91743","  3"
"2024-25","Fall","ECON","5984","SS: Economics of Networks","Tzavellas","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","90668","  3"
"2023-24","Fall","AAEC","6984","SS: Empiric Analy Mkts Policy","Gupta","3.5","16.7","33.3","33.3","16.7","0","0","0","0","0","0","0","0","0","6","92009","  3"
"2023-24","Fall","UAP","5984","SS: Int Leaning Local Sus Dev","Medearis","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","92003","  3"
"2023-24","Fall","LDRS","4984","SS: Leading Negotiations","Friedel","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91744","  3"
"2024-25","Fall","ME","4984","SS: Mechanobiology","Nain","3.57","33.3","33.3","16.7","0","16.7","0","0","0","0","0","0","0","0","6","92352","  3"
"2023-24","Fall","BIT","6984","SS: Security, Privacy & Trust","Vance","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91942","  3"
"2024-25","Fall","BIT","6984","SS: Seminar in Cybersecurity","Vance","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","92519","  3"
"2023-24","Fall","AFST","3984","SS:African Amer Men in US Hst","Spivey","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91531","  3"
