Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2023-24","Fall","IS","2084","The Evolution of World Order","Beckenhauer","3.54","50","11.5","15.4","11.5","3.8","3.8","0","3.8","0","0","0","0","1","26","86502","  3"
"2023-24","Fall","UAP","3714","The U. S. Policy Process","Alphin","3.7","73.1","7.7","3.8","3.8","0","7.7","3.8","0","0","0","0","0","0","26","90104","  3"
"2023-24","Fall","FREC","3354","Trees in the Built Environment","Wiseman","3.09","15.4","7.7","23.1","19.2","19.2","11.5","0","3.8","0","0","0","0","0","26","85659","  3"
"2024-25","Fall","LAR","1264","Understand Represent Landscape","Clements","3.62","46.2","19.2","19.2","7.7","3.8","3.8","0","0","0","0","0","0","3","26","86898","  3"
"2024-25","Fall","HORT","3325","Woody Landscape Plants","Niemiera","3.68","65.4","11.5","11.5","3.8","3.8","0","0","0","0","3.8","0","0","0","26","86380","  3"
"2023-24","Fall","COMM","1004","First-Semester Experience COMM","Quesenberry","3.65","81","1.3","0","8.9","0","1.3","1.3","2.5","0","0","0","3.8","1","79","83131","  1"
"2023-24","Fall","COMM","1004","First-Semester Experience COMM","Edmondson","3.65","81","1.3","0","8.9","0","1.3","1.3","2.5","0","0","0","3.8","1","79","83131","  1"
"2024-25","Fall","COS","1015","Successful Starts in Science","Rowell","3.81","83.5","6.3","1.3","1.3","0","3.8","1.3","2.5","0","0","0","0","0","79","83232","  1"
"2024-25","Fall","ARCH","4014","Architecture IV - Integrative","Linn","3.32","0","50","0","40","10","0","0","0","0","0","0","0","1","10","80993","  8"
"2023-24","Fall","MATH","1225","Calculus of a Single Variable","Pidaparthi","2.45","15","20","5","0","5","5","25","5","5","5","0","10","12","20","87061","  4"
"2024-25","Fall","CHEM","1056","General Chemistry for Majors","Troya","3.15","25","20","20","10","0","10","5","5","0","0","5","0","0","20","82849","  4"
"2024-25","Fall","CEE","2814","Geomatics","Young","3.01","10","10","25","25","10","15","0","0","0","5","0","0","0","20","82250","  4"
"2023-24","Fall","CHE","4994","Undergraduate Research","Wrenn","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Rajagopalan","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Martin","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Karim","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Goldstein","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Ducker","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Davis","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Bortner","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","CHE","4994","Undergraduate Research","Kiran","3.99","96.8","3.2","0","0","0","0","0","0","0","0","0","0","0","31","82671","  1"
"2023-24","Fall","HNFE","4754","Adv Human Anatomy & Pathophys","Dunn","3.99","96.3","3.7","0","0","0","0","0","0","0","0","0","0","0","27","86302","  3"
"2023-24","Fall","ACIS","5414","Adv. Financial Statement Audit","Stein","3.55","51.9","11.1","25.9","3.7","3.7","0","0","0","0","0","0","3.7","0","27","80195","  3"
"2023-24","Fall","CSES","2444","Agronomic Crops","Tracy","3.06","18.5","11.1","18.5","22.2","11.1","0","14.8","0","0","3.7","0","0","1","27","83593","  3"
"2023-24","Fall","ECON","3254","Analysis of Economic Data","Felegi","2.99","37","3.7","3.7","18.5","3.7","11.1","3.7","11.1","0","7.4","0","0","0","27","84477","  3"
"2024-25","Fall","MATH","3134","Applied Combinatorics","Hammer","2.49","3.7","11.1","7.4","18.5","18.5","18.5","3.7","0","7.4","3.7","0","7.4","6","27","87220","  3"
"2023-24","Fall","PHIL","3324","Biomedical Ethics","Horn","3.36","29.6","40.7","11.1","3.7","3.7","0","0","3.7","0","0","3.7","3.7","1","27","88723","  3"
"2024-25","Fall","BIT","2406","Bus Stats Analytics & Model","Bowden","3.16","11.1","14.8","25.9","29.6","7.4","0","11.1","0","0","0","0","0","0","27","81855","  3"
"2024-25","Fall","CEM","4445","CEM Capstone","Lally","3.7","44.4","29.6","14.8","11.1","0","0","0","0","0","0","0","0","0","27","82642","  3"
"2023-24","Fall","CEM","3024","Cnst Estimating and Scheduling","Smith","2.49","0","3.7","3.7","22.2","25.9","14.8","14.8","11.1","0","3.7","0","0","0","27","82639","  3"
"2023-24","Fall","REAL","4075","Commercial Real Estate Studio","Everett","3.24","3.7","22.2","25.9","37","11.1","0","0","0","0","0","0","0","0","27","89448","  3"
"2023-24","Fall","PSCI","1024","Comp Gov & Politics","Milly","3.2","22.2","14.8","18.5","29.6","0","0","3.7","11.1","0","0","0","0","0","27","91966","  3"
"2024-25","Fall","ECE","5504","Computer Architecture","Xiong","3.86","70.4","22.2","0","7.4","0","0","0","0","0","0","0","0","0","27","83833","  3"
"2023-24","Fall","CEE","5420","Computer Mthds Struct Anyls","Arul Jayachandran","3.41","22.2","25.9","25.9","14.8","3.7","3.7","3.7","0","0","0","0","0","0","27","82366","  3"
"2023-24","Fall","BC","2014","Construction Principles I","Lv","3","33.3","7.4","11.1","11.1","18.5","3.7","0","3.7","3.7","0","0","7.4","0","27","81418","  3"
"2024-25","Fall","PHIL","1504","Critical Thinking","Novack","2.64","14.8","14.8","11.1","14.8","7.4","3.7","14.8","3.7","3.7","0","0","11.1","2","27","90577","  3"
"2023-24","Fall","EDCI","3244","Curr & Instr Elem Math PK-3","Kreye","3.6","40.7","29.6","11.1","11.1","0","7.4","0","0","0","0","0","0","0","27","91102","  3"
"2024-25","Fall","BIT","3474","Data Mgt and Bus Analytics","Raman","3.61","48.1","14.8","25.9","3.7","3.7","0","3.7","0","0","0","0","0","1","27","81884","  3"
"2023-24","Fall","ECON","4214","Economics of Health Care","Lin","2.89","37","11.1","3.7","11.1","3.7","7.4","3.7","0","11.1","0","7.4","3.7","2","27","90919","  3"
"2023-24","Fall","EDCI","3254","Elementary Methods in Science","Goldsberry","3.96","92.6","3.7","3.7","0","0","0","0","0","0","0","0","0","0","27","91104","  3"
"2023-24","Fall","EDCI","3464","Elementary SS Teaching Methods","Allen","3.98","92.6","7.4","0","0","0","0","0","0","0","0","0","0","0","27","91098","  3"
"2023-24","Fall","ME","2004","Eng Analysis Numerical Methods","Nowinski","2.37","7.4","3.7","14.8","18.5","11.1","7.4","3.7","3.7","11.1","11.1","3.7","3.7","4","27","92193","  3"
"2023-24","Fall","AAEC","3324","Environment Sustain Dev Econ","Hu","3.31","40.7","7.4","14.8","14.8","7.4","0","7.4","7.4","0","0","0","0","3","27","80074","  3"
"2023-24","Fall","HNFE","3634","Epi Hlth and Disease","Ruktanonchai","3.86","77.8","11.1","3.7","3.7","3.7","0","0","0","0","0","0","0","0","27","86288","  3"
"2024-25","Fall","CEE","4014","Est, Prod & Cost Engr","Sinha","3.71","66.7","7.4","14.8","3.7","3.7","0","3.7","0","0","0","0","0","0","27","82309","  3"
"2023-24","Fall","ME","4624","Finite Elem Practice","Warfford","3.62","55.6","7.4","11.1","18.5","7.4","0","0","0","0","0","0","0","2","27","87355","  3"
"2023-24","Fall","EDCI","3234","Found of Reading Instruction","Fortune","4","100","0","0","0","0","0","0","0","0","0","0","0","0","27","91103","  3"
"2023-24","Fall","ECE","5484","Fundamentals Computer Systems","Giles","3.37","44.4","7.4","7.4","14.8","14.8","3.7","7.4","0","0","0","0","0","0","27","83824","  3"
"2023-24","Fall","CHEM","1036","General Chemistry","Bowen","2.43","3.7","3.7","7.4","18.5","11.1","14.8","18.5","14.8","3.7","3.7","0","0","2","27","82712","  3"
"2024-25","Fall","PSCI","3344","Global Environmental Issues","Alphin","3.24","55.6","14.8","0","0","3.7","0","11.1","3.7","3.7","3.7","0","3.7","0","27","89342","  3"
"2024-25","Fall","SBIO","3324","Green Building Systems","Hindman","3.39","55.6","14.8","7.4","0","3.7","3.7","7.4","0","0","3.7","0","3.7","0","27","89605","  3"
"2024-25","Fall","HIST","2715","History of Technology","Hirsh","3.06","14.8","14.8","18.5","22.2","7.4","14.8","0","3.7","0","3.7","0","0","0","27","91194","  3"
"2023-24","Fall","HD","3214","Infancy and Early Childhood","Gardner","3.53","51.9","18.5","7.4","7.4","0","7.4","3.7","3.7","0","0","0","0","1","27","86130","  3"
"2023-24","Fall","FREC","4114","Info Tech for Natl Resrce Mgt","Gannon","3.22","33.3","14.8","18.5","18.5","0","7.4","0","0","0","0","0","7.4","1","27","85668","  3"
"2023-24","Fall","PSCI","3125","Intelligence & Natl Security","Hodges","3.93","77.8","22.2","0","0","0","0","0","0","0","0","0","0","0","27","89272","  3"
"2024-25","Fall","CMDA","4654","Intermed Data Analytics & ML","Lucero","3.15","33.3","7.4","14.8","14.8","3.7","7.4","7.4","11.1","0","0","0","0","1","27","83079","  3"
"2023-24","Fall","CEE","5410","Intermediate R/C Structures","Jacques","3.59","33.3","29.6","25.9","7.4","0","3.7","0","0","0","0","0","0","0","27","82365","  3"
"2023-24","Fall","HIST","2604","Intro Data in Social Context","Tsou","3.58","51.9","14.8","14.8","7.4","3.7","3.7","0","3.7","0","0","0","0","1","27","86210","  3"
"2024-25","Fall","MATH","2214","Intro Diff Equations","Zietsman","3.45","33.3","25.9","14.8","7.4","14.8","0","0","0","3.7","0","0","0","0","27","87200","  3"
"2024-25","Fall","MATH","2204","Intro Multivariable Calculus","Pantic","1.44","7.4","3.7","7.4","0","0","14.8","3.7","7.4","7.4","7.4","7.4","33.3","15","27","87161","  3"
"2024-25","Fall","MATH","2204","Intro Multivariable Calculus","Saenz Maldonado","2.05","7.4","7.4","0","3.7","7.4","14.8","7.4","33.3","0","11.1","0","7.4","10","27","92447","  3"
"2023-24","Fall","CEE","3604","Intro Transport Engr","Hancock","3.3","33.3","14.8","18.5","11.1","7.4","0","7.4","7.4","0","0","0","0","2","27","82292","  3"
"2024-25","Fall","AFST","1814","Intro to African Studies","Agozino","3.53","40.7","33.3","11.1","3.7","3.7","3.7","0","0","0","0","0","3.7","0","27","80224","  3"
"2023-24","Fall","APS","1704","Intro to Appalachian Studies","Wagnon","3.78","88.9","3.7","0","0","0","3.7","0","0","0","0","0","3.7","0","27","90485","  3"
"2023-24","Fall","APS","1704","Intro to Appalachian Studies","Salmons","3.89","85.2","7.4","3.7","0","0","3.7","0","0","0","0","0","0","0","27","90520","  3"
"2024-25","Fall","CS","1114","Intro to Software Design","Senger","2.89","33.3","14.8","3.7","14.8","0","11.1","3.7","0","3.7","3.7","3.7","7.4","2","27","91400","  3"
"2023-24","Fall","CS","5834","Intro to Urban Computing","Ramakrishnan","3.59","33.3","22.2","33.3","11.1","0","0","0","0","0","0","0","0","0","27","83517","  3"
"2024-25","Fall","MATH","2114","Introduction to Linear Algebra","Embree","3.23","33.3","11.1","14.8","11.1","11.1","11.1","3.7","0","0","3.7","0","0","0","27","87157","  3"
"2023-24","Fall","STS","3314","Medical Dilemmas & Human Exper","Olson","3.67","77.8","3.7","3.7","7.4","0","0","3.7","0","0","0","0","3.7","1","27","89932","  3"
"2024-25","Fall","PHIL","4214","Metaphysics","Klagge","3.31","29.6","29.6","18.5","11.1","0","3.7","0","0","0","0","0","7.4","0","27","90584","  3"
"2023-24","Fall","ECON","3214","Money and Banking","Liu","2.92","11.1","7.4","22.2","18.5","11.1","14.8","11.1","0","3.7","0","0","0","3","27","84475","  3"
"2023-24","Fall","PHIL","1304","Morality and Justice","MacKenzie","3.63","55.6","22.2","11.1","7.4","0","0","0","0","0","0","0","3.7","0","27","88693","  3"
"2024-25","Fall","PHIL","1304","Morality and Justice","Thornton","3.38","59.3","3.7","14.8","3.7","7.4","0","3.7","0","0","0","0","7.4","0","27","88747","  3"
"2023-24","Fall","IS","3734","National Security","Burkette","3.69","37","37","18.5","7.4","0","0","0","0","0","0","0","0","0","27","86525","  3"
"2023-24","Fall","AOE","3214","Ocean Wave Mechanics","Coutier-Delgosha","3.21","22.2","37","22.2","0","0","7.4","0","0","3.7","0","0","7.4","1","27","80445","  3"
"2023-24","Fall","MATH","4564","Operational Methods","Wapperom","2.53","33.3","3.7","3.7","11.1","11.1","11.1","0","0","3.7","0","0","22.2","9","27","87244","  3"
"2024-25","Fall","ISE","5405","Optimization","Buyuktahtakin Toy","3.77","63","11.1","22.2","3.7","0","0","0","0","0","0","0","0","0","27","86674","  3"
"2024-25","Fall","SBIO","3224","Packaging Distribution Systems","Molina Montoya","3.37","29.6","14.8","18.5","22.2","7.4","3.7","3.7","0","0","0","0","0","0","27","89603","  3"
"2023-24","Fall","ENSC","3644","Plant for Envir Rest","Reid","3.89","85.2","3.7","3.7","7.4","0","0","0","0","0","0","0","0","0","27","85219","  3"
"2024-25","Fall","MGT","4344","Prod and Qual Leader","Deck","3.29","22.2","25.9","14.8","14.8","7.4","3.7","11.1","0","0","0","0","0","1","27","87892","  3"
"2024-25","Fall","ME","4644","Rapid Prototyping","Williams","3.26","7.4","33.3","0","51.9","0","7.4","0","0","0","0","0","0","0","27","87360","  3"
"2023-24","Fall","PSCI","2024","Research Methods","Jewitt","2.7","37","3.7","0","11.1","0","14.8","11.1","3.7","3.7","7.4","0","7.4","3","27","89244","  3"
"2023-24","Fall","PSCI","2024","Research Methods","Davila Saad","2.45","22.2","11.1","7.4","3.7","7.4","7.4","7.4","11.1","3.7","3.7","0","14.8","0","27","91785","  3"
"2023-24","Fall","AAEC","3984","SS: Cooperatives & Impacts","Dalton","3.62","63","18.5","7.4","0","0","0","3.7","3.7","0","3.7","0","0","1","27","91777","  3"
"2023-24","Fall","HTM","5984","SS: Event Management","Allen","3.47","37","14.8","18.5","11.1","18.5","0","0","0","0","0","0","0","0","27","91905","  3"
"2024-25","Fall","BSE","4984","SS: Protein Engineering","Duraj-Thatte","3.46","40.7","22.2","11.1","14.8","7.4","0","0","0","0","0","0","3.7","0","27","91762","  3"
"2024-25","Fall","NR","1115","Seeking Sustainability","Baird","3.35","22.2","37","18.5","11.1","0","0","7.4","0","0","0","0","3.7","0","27","88495","  3"
"2024-25","Fall","SOC","4714","Sociology of Mental Illness","Vogt Yuan","3.31","14.8","29.6","25.9","3.7","18.5","3.7","3.7","0","0","0","0","0","1","27","89734","  3"
"2023-24","Fall","CRIM","3434","Systems of Justice","Williams","3.43","48.1","14.8","7.4","14.8","3.7","7.4","0","0","0","0","0","3.7","0","27","83266","  3"
"2024-25","Fall","HIST","2104","TS: Race, Sex, and Law","Wallenstein","3.43","29.6","18.5","14.8","29.6","3.7","3.7","0","0","0","0","0","0","0","27","86230","  3"
"2023-24","Fall","PSCI","3625","US-Russia Foreign Policies","Apodaca","3.38","48.1","11.1","14.8","14.8","0","0","3.7","0","0","3.7","0","3.7","0","27","89298","  3"
"2023-24","Fall","AOE","5204","Vehicle Dynamics and Control","Sultan","3.4","37","14.8","14.8","11.1","14.8","0","7.4","0","0","0","0","0","0","27","80549","  3"
"2024-25","Fall","FIN","4234","Venture Cap & Inv Banking","Kender","3.19","18.5","22.2","14.8","18.5","7.4","3.7","14.8","0","0","0","0","0","0","27","85434","  3"
"2024-25","Fall","COMM","1004","First-Semester Experience COMM","Wiley","3.78","86.6","0","3.7","1.2","0","1.2","6.1","0","0","1.2","0","0","0","82","83133","  1"
"2023-24","Fall","MINE","1044","Space Mining","Harwood","4","100","0","0","0","0","0","0","0","0","0","0","0","0","82","87908","  1"
"2023-24","Fall","COS","1015","Successful Starts in Science","Rowell","3.8","79.3","7.3","2.4","6.1","1.2","1.2","1.2","0","0","1.2","0","0","0","82","83249","  1"
"2024-25","Fall","AS","3215","AF Management & Leadership","Smith","4","100","0","0","0","0","0","0","0","0","0","0","0","0","28","81347","  3"
"2024-25","Fall","ALS","5234","Adv Concepts Comm Food Systems","Carper","3.31","57.1","3.6","7.1","10.7","7.1","3.6","0","3.6","0","0","0","7.1","0","28","80381","  3"
"2024-25","Fall","STAT","4584","Advanced Calculus for STAT","Terrell","2.86","7.1","17.9","10.7","17.9","21.4","10.7","7.1","3.6","0","0","0","3.6","2","28","89896","  3"
"2024-25","Fall","CHN","3105","Advanced Chinese","Chang","3.77","71.4","14.3","10.7","0","0","0","0","0","0","3.6","0","0","1","28","83033","  3"
"2024-25","Fall","CEE","4144","Air Resources Engineering","Marr","3.2","14.3","25","7.1","25","17.9","7.1","3.6","0","0","0","0","0","0","28","82312","  3"
"2023-24","Fall","ALS","2304","Animal Physiology and Anatomy","Helm","2.91","23.8","4.8","9.5","14.3","19","4.8","9.5","9.5","4.8","0","0","0","1","21","80319","  4"
"2023-24","Fall","MATH","3134","Applied Combinatorics","Hammer","2.8","21.4","10.7","14.3","3.6","7.1","14.3","10.7","10.7","3.6","0","0","3.6","7","28","87213","  3"
"2024-25","Fall","ARCH","4515","Architecture V","Washco","3.34","14.3","21.4","28.6","21.4","14.3","0","0","0","0","0","0","0","0","14","81046","  6"
"2024-25","Fall","ARCH","4515","Architecture V","Bryon","3.34","14.3","21.4","28.6","21.4","14.3","0","0","0","0","0","0","0","0","14","81046","  6"
"2023-24","Fall","MATH","1226","Calculus of a Single Variable","Ouliaei-Nia","2.13","9.5","4.8","19","9.5","4.8","4.8","4.8","19","0","0","0","23.8","15","21","92191","  4"
"2023-24","Fall","ALCE","3624","Comm Ag & Life Sci in Writing","Greaud","3.37","64.3","0","10.7","7.1","0","7.1","3.6","0","0","0","0","7.1","1","28","80258","  3"
"2024-25","Fall","CEM","2824","Construction Site Analysis","Ammar","3.01","7.1","21.4","14.3","17.9","25","10.7","0","0","0","0","0","3.6","0","28","82634","  3"
"2023-24","Fall","MATH","4175","Cryptography","Manoharan","3.38","35.7","21.4","14.3","10.7","10.7","0","0","0","3.6","0","3.6","0","0","28","87230","  3"
"2023-24","Fall","ME","3024","Engineering Design & Econ","Ghorai","2.68","3.6","10.7","21.4","21.4","14.3","3.6","3.6","10.7","3.6","0","3.6","3.6","0","28","87299","  3"
"2023-24","Fall","ME","3024","Engineering Design & Econ","Ghorai","2.81","10.7","0","21.4","25","3.6","21.4","10.7","7.1","0","0","0","0","0","28","87301","  3"
"2023-24","Fall","CS","5024","Ethics & Professionalism in CS","Cuozzo","3.97","89.3","10.7","0","0","0","0","0","0","0","0","0","0","0","28","91903","  3"
"2024-25","Fall","ENGL","3654","Ethnic American Literature","Cassinelli","3.51","57.1","14.3","7.1","7.1","3.6","3.6","3.6","0","0","0","0","3.6","0","28","90820","  3"
"2023-24","Fall","CRIM","4504","Family and Crime","Williams","3.63","53.6","10.7","14.3","17.9","0","3.6","0","0","0","0","0","0","0","28","83269","  3"
"2023-24","Fall","HNFE","4964","Field Study","Papillon","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","86309"," 12"
"2024-25","Fall","FIN","3134","Financial Analytics","Hart","2.18","3.6","3.6","7.1","17.9","7.1","10.7","25","3.6","7.1","3.6","0","10.7","4","28","85398","  3"
"2023-24","Fall","FIN","4214","Financial Modeling in Excel","Coleman","3.22","28.6","7.1","17.9","25","7.1","0","14.3","0","0","0","0","0","1","28","91091","  3"
"2024-25","Fall","ME","4624","Finite Elem Practice","West","3.15","25","17.9","25","7.1","3.6","3.6","10.7","3.6","0","0","0","3.6","3","28","87359","  3"
"2023-24","Fall","HTM","4414","Food and Beverage Management","Kim","3.76","64.3","14.3","7.1","14.3","0","0","0","0","0","0","0","0","0","28","86395","  3"
"2024-25","Fall","MGT","1945","Fundamentals of Cadet Ldrshp","McGrath","3.85","71.4","14.3","11.9","2.4","0","0","0","0","0","0","0","0","0","42","87825","  2"
"2024-25","Fall","CHEM","1056","General Chemistry for Majors","Troya","2.69","14.3","14.3","9.5","19","9.5","9.5","4.8","4.8","0","4.8","0","9.5","1","21","82846","  4"
"2023-24","Fall","NR","5114","Global Issues Environ Sustain","Hull","3.93","92.9","0","0","7.1","0","0","0","0","0","0","0","0","0","28","88479","  3"
"2024-25","Fall","SPAN","3106","Gram/Composition/Conv","Tort-Ranson","3.67","53.6","17.9","10.7","10.7","7.1","0","0","0","0","0","0","0","0","28","89772","  3"
"2024-25","Fall","ME","3304","Heat and Mass Transfer","Tafti","2.46","17.9","3.6","7.1","7.1","7.1","10.7","21.4","10.7","3.6","7.1","0","3.6","3","28","91858","  3"
"2023-24","Fall","MATH","4044","History of Mathematics","Norton","3.26","35.7","28.6","3.6","10.7","7.1","0","3.6","0","3.6","0","3.6","3.6","0","28","87226","  3"
"2024-25","Fall","HIST","3224","History of Virginia","Cherry","3.56","75","7.1","0","3.6","0","0","3.6","7.1","0","0","0","3.6","0","28","86253","  3"
"2023-24","Fall","CS","5604","Info Storage and Ret","Fox","3.75","50","25","25","0","0","0","0","0","0","0","0","0","0","28","83500","  3"
"2023-24","Fall","BIT","4614","Information Security","Ionescu","3.31","17.9","32.1","14.3","10.7","17.9","0","3.6","3.6","0","0","0","0","0","28","81932","  3"
"2024-25","Fall","MUS","3314","Instrumental Ensemble Music","Reep","3.99","98.8","0","0","1.2","0","0","0","0","0","0","0","0","1","84","88277","  1"
"2024-25","Fall","FIN","4144","Int Fin Mgt","Tellez Parrales","3.19","21.4","21.4","10.7","21.4","3.6","7.1","14.3","0","0","0","0","0","1","28","85425","  3"
"2024-25","Fall","ITDS","2044","Interior Design I","Whitney","3.28","21.4","14.3","21.4","28.6","0","14.3","0","0","0","0","0","0","0","14","86821","  6"
"2023-24","Fall","FREC","2214","Intr Land & Field Measurements","Radtke","3.09","10.7","14.3","35.7","17.9","7.1","3.6","3.6","0","3.6","0","3.6","0","0","28","85646","  3"
"2023-24","Fall","MATH","2214","Intro Diff Equations","Clemons","3.71","75","3.6","7.1","3.6","0","7.1","3.6","0","0","0","0","0","2","28","87186","  3"
"2023-24","Fall","MATH","2204","Intro Multivariable Calculus","Jasso-Hernandez","2.52","17.9","3.6","10.7","21.4","10.7","3.6","7.1","7.1","3.6","0","0","14.3","6","28","87152","  3"
"2024-25","Fall","MATH","2204","Intro Multivariable Calculus","Garcia Hilares","2.3","3.6","10.7","7.1","17.9","3.6","14.3","17.9","7.1","0","3.6","7.1","7.1","8","28","92404","  3"
"2023-24","Fall","AT","0184","Intro Plant Biology and Chem","Gwaltney","2.19","7.1","3.6","7.1","7.1","14.3","17.9","10.7","10.7","3.6","3.6","7.1","7.1","0","28","81388","  3"
"2024-25","Fall","APS","1704","Intro to Appalachian Studies","Satterwhite","3.46","25","32.1","17.9","14.3","3.6","3.6","3.6","0","0","0","0","0","0","28","90880","  3"
"2024-25","Fall","ECE","4554","Intro to Computer Vision","Abbott","2.9","10.7","10.7","0","39.3","10.7","14.3","10.7","3.6","0","0","0","0","1","28","83757","  3"
"2024-25","Fall","CEE","3514","Intro to Geotechnical Engr","Alassal","3.48","47.6","4.8","9.5","23.8","9.5","4.8","0","0","0","0","0","0","1","21","82290","  4"
"2023-24","Fall","CS","1114","Intro to Software Design","Sarshartehrani","2.34","14.3","7.1","10.7","3.6","10.7","10.7","14.3","3.6","10.7","0","3.6","10.7","4","28","83301","  3"
"2024-25","Fall","BMES","5314","Intro. Regenerative Med","Hall","3.61","25","46.4","14.3","10.7","3.6","0","0","0","0","0","0","0","0","28","81996","  3"
"2024-25","Fall","MATH","2114","Introduction to Linear Algebra","Alam","2.65","3.6","14.3","17.9","28.6","3.6","0","10.7","7.1","0","7.1","3.6","3.6","8","28","92389","  3"
"2023-24","Fall","ECE","3304","Introduction to Power Systems","Centeno","2.43","14.3","3.6","0","14.3","0","14.3","35.7","10.7","3.6","0","3.6","0","0","28","83714","  3"
"2023-24","Fall","ECE","3304","Introduction to Power Systems","Boroyevich","2.43","14.3","3.6","0","14.3","0","14.3","35.7","10.7","3.6","0","3.6","0","0","28","83714","  3"
"2024-25","Fall","MATH","3034","Introduction to Proofs","Arnold","3.1","21.4","17.9","10.7","17.9","0","21.4","7.1","3.6","0","0","0","0","0","28","87216","  3"
"2023-24","Fall","ENGL","1634","Introduction to Shakespeare","Cleland","3.36","42.9","7.1","28.6","10.7","0","0","3.6","0","0","0","7.1","0","0","28","90739","  3"
"2024-25","Fall","RLCL","1024","Judaism, Christianity, Islam","Buckner Ducharme","2.99","17.9","21.4","14.3","10.7","14.3","3.6","3.6","3.6","7.1","0","0","3.6","2","28","90864","  3"
"2024-25","Fall","LAR","4084","Land Design & Planning Studio","Curulli","3.75","50","35.7","0","14.3","0","0","0","0","0","0","0","0","0","14","86905","  6"
"2023-24","Fall","NR","5844","Leadership for Sustainability","Robertson","3.99","96.4","3.6","0","0","0","0","0","0","0","0","0","0","0","28","88491","  3"
"2023-24","Fall","FIN","3074","Legal & Finance Entrepreneurs","McClanahan","3.67","57.1","21.4","7.1","7.1","3.6","0","0","0","3.6","0","0","0","0","28","85397","  3"
"2023-24","Fall","ECE","4424","Machine Learning","Jin","3.14","10.7","21.4","17.9","28.6","0","14.3","7.1","0","0","0","0","0","1","28","83744","  3"
"2023-24","Fall","ISE","5015","Mgt Organizational Systems","Hosseinichimeh","3.69","46.4","32.1","10.7","7.1","0","0","3.6","0","0","0","0","0","0","28","86630","  3"
"2023-24","Fall","ECON","3104","Microeconomic Theory","Shahbazian","3.67","42.9","25","25","3.6","3.6","0","0","0","0","0","0","0","0","28","84472","  3"
"2024-25","Fall","PHIL","3505","Modern Logic & Dev","Novack","3.16","32.1","17.9","3.6","25","7.1","3.6","0","0","0","0","10.7","0","3","28","88779","  3"
"2023-24","Fall","PHIL","1304","Morality and Justice","MacKenzie","3.62","35.7","28.6","25","7.1","3.6","0","0","0","0","0","0","0","1","28","88692","  3"
"2023-24","Fall","PHIL","1304","Morality and Justice","MacKenzie","3.35","25","32.1","14.3","3.6","10.7","7.1","3.6","3.6","0","0","0","0","0","28","88694","  3"
"2024-25","Fall","PHIL","1304","Morality and Justice","Thornton","3.35","32.1","25","14.3","7.1","7.1","3.6","3.6","3.6","3.6","0","0","0","0","28","88749","  3"
"2024-25","Fall","PHIL","1304","Morality and Justice","Thornton","3.24","28.6","14.3","7.1","28.6","7.1","0","14.3","0","0","0","0","0","2","28","88754","  3"
"2023-24","Fall","HUM","3204","Multicultural Communication","Ansell","2.94","17.9","17.9","14.3","7.1","21.4","0","10.7","3.6","0","0","3.6","3.6","0","28","90470","  3"
"2024-25","Fall","ECE","5485","Networks and Protocols","Tryfona","3.42","17.9","21.4","32.1","28.6","0","0","0","0","0","0","0","0","0","28","83832","  3"
"2024-25","Fall","CS","5204","Operating Systems","Williams","3.98","92.9","7.1","0","0","0","0","0","0","0","0","0","0","0","28","83478","  3"
"2024-25","Fall","PHIL","4204","Philosophy of Mind","Jantzen","3.45","60.7","3.6","14.3","0","3.6","0","7.1","10.7","0","0","0","0","0","28","90582","  3"
"2023-24","Fall","ENSC","3634","Physics of Pollution","Stewart","3.29","25","17.9","17.9","25","3.6","3.6","0","3.6","3.6","0","0","0","0","28","85218","  3"
"2023-24","Fall","PHIL","4304","Political Philosophy","Hersch","2.95","28.6","14.3","3.6","10.7","17.9","0","7.1","10.7","0","3.6","0","3.6","0","28","90924","  3"
"2024-25","Fall","PSCI","3016","Political Theory","Koch","2.38","14.3","0","32.1","7.1","3.6","0","7.1","14.3","0","0","7.1","14.3","0","28","89324","  3"
